stature,sitting_height,buttock_knee_length,popliteal_height,elbow_rest_height,shoulder_height
1639.8293387770602,887.1311731288328,632.2849038654924,375.3501793976103,267.24447023773956,1301.109136317563
1885.2278184508937,816.5707963061205,561.0581520118212,430.2525476299845,221.67545888414708,1500.3470688605871
1698.6502775262065,919.9611561302639,619.0543107742487,463.605261376634,226.9769252689426,1458.4800501428385
1594.22890710441,932.3597969851371,620.218806366665,420.5311789723596,193.21842681029148,1443.0747965773162
1782.254491210319,875.8406768850313,642.4083962999551,451.76952664768794,233.8123835783449,1457.2587392936673
1577.9156350028977,978.6993381645017,710.3864015564432,463.40617502408094,269.13406372771317,1591.548952046596
1720.8863595004755,838.7117168498829,615.6966386871507,439.72352397426704,260.3389303149674,1574.807591602889
1504.0329876120225,826.781255989509,579.6414549717,455.1139131298971,245.56973474095753,1345.0627725597365
1567.181395110157,911.2225909279986,598.9770275123202,421.11802304146164,249.55399432563894,1529.9107994248923
1719.6861235869123,952.3549151306078,529.2369638044353,443.8016616091186,236.22228914849188,1430.653455180712
1773.846657999541,984.1963845728934,572.2114747564377,468.30648508767666,254.09517764803567,1439.92766529102
1717.136828118997,877.055786856553,583.6287024754758,454.709188829053,265.3175655896123,1264.6183334685338
1688.435171761176,953.9340416715647,579.0364640826162,432.40406191308193,217.68226425179054,1386.3691387689444
1669.8896304410712,898.0745765249646,606.0941948813489,456.7264921287238,255.99295375674697,1334.974112773075
1552.1478009632572,891.368635002959,567.103202704712,471.4382937190985,268.64869741909337,1466.2447051914646
1628.0155791605291,944.1829968743336,644.8412266929788,388.50176164267566,241.6979942207326,1485.6864400322245
1653.9361229040212,932.616143920671,600.0082825967279,484.77222194867693,264.0140122424117,1234.0410919186952
1805.7122226218917,821.1803921507875,599.6279871544555,439.91235783956785,306.29308888945104,1398.2372108796583
1734.3618289568462,973.8270174862948,586.8842113394833,462.7646979972069,247.91314414026215,1489.7489203835403
1523.6959844637265,969.0045677073725,606.2076273543591,485.91740770935684,257.8661410001065,1385.0656830149244
1732.4083969394794,868.7218649245235,633.0039305867053,408.849789083086,235.23885832677217,1458.3250916001891
1661.4917719583684,919.7901766718704,565.314791371564,428.7167699271736,253.62502325204102,1428.0932374101667
1632.3077999694042,924.701509314137,573.6753404369897,441.3435391237289,259.20543249964607,1427.3328185562102
1761.1676288840868,913.0336882911954,587.8509588489334,426.48739436626715,253.89684680540276,1378.2948017545361
1803.0999522495952,872.484742307729,546.1651630610714,502.0480972751043,229.60609360582288,1302.6735356691433
1793.1280119116198,866.4188316030974,567.2296856111401,424.29683718519624,254.127235426509,1310.2775882059977
1616.078247677736,898.7222964504277,580.9511650582136,433.333596615394,279.2439187743527,1456.7482011564255
1669.0787624148786,958.6364509629682,634.9755672285091,456.1316709480893,258.9727152902905,1401.5566604415108
1733.1263431403563,927.1800077297216,610.502453160077,413.93551421771735,269.2397437814368,1388.919020431422
1797.554512712236,881.4692833956947,607.7435964547018,438.1295786473121,245.25976059974744,1366.0887966142118
1652.082576215471,938.5849355324173,634.0359184867189,459.52359783750524,264.9980047884742,1375.58489236154
1681.4341023336183,757.5728689684962,594.5051284640241,440.0141878685247,255.58535676433053,1483.7529435590511
1589.366502599397,957.4382850186051,615.6185939971556,447.1983942330016,230.98178540625537,1373.1804734505579
1580.3793375919329,813.014311061095,595.8711298827002,434.1200366265489,256.37042009597747,1292.7148229358745
1781.2525822394198,881.8779529298434,610.6144939759852,404.565890724577,230.16606673119378,1459.4921420432138
1835.6240028570824,844.0165052686928,576.6896536955367,459.64779634017714,237.34239450230416,1383.6098668908226
1692.7989878419667,835.2659262139547,502.44731366894285,502.64799214941723,253.78656614584747,1402.511669242622
1800.3532897892023,958.041339368926,594.6288335125479,450.55204892350315,255.9448854676025,1528.606264511961
1736.1636025047635,876.6149399344055,656.9099254439976,456.7579235174265,226.21535069845743,1398.3551554119595
1635.4880245394875,917.3251940865358,637.0486160896637,470.78168265350575,271.07971542365755,1423.134693849498
1736.1395605508415,897.6539710560407,638.6158993836468,411.92008510359904,261.44012556600944,1305.686120696134
1853.803656646597,923.8520413611561,649.4452288722487,501.0754397438882,235.90543128778233,1382.4264438119233
1696.4173960890048,903.8410945530128,603.5463036384575,456.06986389268405,219.2483040710165,1448.7620836166882
1856.4643655814007,835.8503887905715,607.8926282962238,498.9557069726733,247.10190841837138,1275.5701012927007
1438.0254895910257,949.813340972357,575.293924182626,428.00901013428035,241.0811257227768,1416.0676074492567
1782.1902504375223,875.3121708419344,587.3570857589181,504.54185767673476,252.26280914106044,1408.0632858115846
1708.704706823817,822.1709050670124,624.6308459908456,473.2546648210435,242.73766677688866,1403.3029964469952
1670.0992649534132,878.5942419517044,648.1553774867526,466.5912025755708,209.85086278509982,1482.9727118926594
1709.1760776535502,975.0379895317155,594.42214897276,457.02073363059446,242.23306123397683,1426.7550811878816
1501.2431085399107,942.5110871056746,581.9924294059435,442.5441414577665,243.88761777863374,1518.2457518685155
1678.0328112162488,882.567393279607,600.0211183542639,486.0159497542162,262.6732204954812,1320.5128387524771
1735.7112571511746,882.5371147840785,624.0482699571646,454.2107960954414,236.036006507779,1410.8739653774678
1847.7894044741515,883.9182474391308,542.2458073546584,390.98790889238546,283.5734934674513,1406.7573429111958
1648.1729781726353,1003.837399178042,508.1527618745105,416.48440614878996,211.76718898696487,1314.4596404995937
1619.1506397106812,919.0967726115776,577.9785260203366,444.4246274342176,276.2233499560525,1476.5036001673077
1649.8242956415463,921.5020823595535,551.1715029634337,459.29996949496666,245.5136205824379,1585.9738644682254
1791.5402117702074,951.5141727015921,579.6743920941076,448.30234533300313,267.1916974468711,1398.6395140412935
1732.8751109659684,911.9394579513257,594.0887872473012,486.5691236938099,251.59602968117466,1440.4016870619014
1647.023979623296,887.0478927089648,581.8700636390795,391.46694407884127,272.7911107205094,1406.7614780652261
1751.3267433113356,890.182507545751,658.0987013788298,454.3076380951548,242.25276070894378,1342.913226407426
1709.7077549348041,896.4199370292968,613.0697905840929,395.4606232383854,228.02759149644376,1254.3391777758386
1796.864499053289,898.1388881745079,612.0189743844331,472.79136886452505,278.41008574542127,1343.5381213523708
1629.7946906122647,936.381477181849,624.888285761736,447.16623856673993,247.73038708235717,1288.6433295238614
1667.2337853402232,902.597294290365,554.4466752887693,462.5882991607235,254.4311694724842,1536.3281662447293
1660.7891846867842,936.6320038607789,641.5644714968107,424.083511182307,274.6950382808959,1390.791224486141
1553.648505186788,895.9641709945708,596.9694285385816,488.38394794973254,229.3608951581113,1372.3264536762263
1729.6120277064576,903.9317595158045,626.8192246896485,481.25173992176553,261.90981795278515,1471.1323059830245
1726.105527217989,800.0899657733946,557.1257106783938,467.50632909035664,238.20210487074218,1310.259911771529
1700.5113456642462,945.8163837351241,537.8496493593574,446.1144825940968,247.35661288711256,1338.6508769596358
1676.5412866624854,917.3244237948996,632.7155863210012,467.39571855885396,251.4455793076858,1405.4457815398896
1558.4629257949587,949.9005054929826,615.0563810439006,428.7932229603795,219.9955627710613,1482.3015193138785
1657.9354677234642,755.1872310903155,563.9179378256996,475.66666977062135,234.4232591435913,1440.134803613503
1665.728548347323,1004.4187352390363,565.2134767490122,499.4844268297176,277.0214578482628,1419.8660114012705
1619.772273077838,893.0205185922413,645.0173913765908,482.1183167993756,267.7238237716959,1406.2494188188814
1683.871428833399,955.4091408368758,552.4235242853069,428.1119259057777,248.7472084534553,1432.018868442142
1740.4050856814538,848.0047036437235,665.7069181302386,460.84251951819306,254.86246917025787,1416.1322324103403
1888.618590121053,930.6386952531285,563.9751706140853,411.2057536872406,244.11514988727086,1317.6022180178452
1717.457781283184,847.3292218413172,625.5356770243353,467.1717093352703,277.13166771655966,1403.6863377306522
1725.7550390722765,868.8115519652098,586.8552609700406,463.51810238587615,245.99294844411673,1314.1049072865799
1692.5554084233834,995.7015676933393,624.1274972432938,393.9055098140351,254.63684184269695,1406.486603432066
1508.1228784700959,890.4658799618327,578.2354399154323,415.1464846826291,272.9206028828413,1361.5481646809408
1697.3486124550784,910.8716436589862,593.4882837571082,441.505833097687,234.45257030308187,1603.1505298226289
1706.0230209941026,943.5033865344377,601.6367670158288,440.9742075857752,281.1757836899379,1396.808449299863
1946.3242112485286,924.7840943986303,559.9125017687411,413.71569193743585,219.39077180513246,1287.660834699073
1680.7639035218876,907.5209452571788,629.632973816805,461.66936188056553,282.59284262225594,1389.265583145846
1730.1547342333613,918.2480501233113,579.4714573411366,457.54420826821536,242.54648832096052,1441.548699651031
1696.5288230294757,1020.1707792619137,590.8560033863993,444.1719260406444,245.14602504349438,1533.8691156922018
1583.1321962380468,897.1190601483207,560.2260250156595,427.3262549952491,212.19979657634116,1352.8438080049025
1814.282281451502,910.0549523357483,497.5066536481876,481.4612137924969,240.90410565244613,1273.4057620781089
1775.1933032686775,952.5327198003806,592.3588894959933,499.6622133926489,229.2038693794623,1465.3469609144786
1779.1031947043048,955.2762966478992,696.5046168645166,435.4931554846039,237.84707309253054,1289.5521035280278
1609.061254520526,959.351515278019,631.3841715159209,431.6349924853554,247.25378068422242,1365.107564679401
1840.27943109361,931.9365111014592,599.2295848106243,464.7362299623599,269.1558322894581,1379.3903611591204
1559.814893720772,842.8497543634758,589.4843668316693,439.25911860759044,254.1520670280125,1394.4293237359914
1758.685709380027,981.6715766150548,600.8986357124819,445.818083980103,256.1535330680223,1455.1331565659468
1919.0455625809977,842.6827303490657,621.8847646070084,472.18959455174013,228.08961222308875,1345.309257417089
1600.9463674869312,915.1317732619517,552.7674873876462,392.7193173747812,232.3849182079454,1378.1016598266592
1643.3702270397227,862.2862074990321,644.5728677867548,489.5490697455801,285.9745003670262,1398.858371764049
1709.965136508764,896.7930826703504,628.6152526176497,452.1804157298802,235.29597930473506,1411.967836601503
1649.6524345883802,916.438120515174,628.7274290283174,437.6552056631346,283.12416504114594,1407.8261739766338
1544.9336568933868,916.0678607725137,617.5390295523891,447.32297537335654,245.13877602238267,1434.8804620178064
1706.8562974806027,921.0960377117642,600.7846663077596,448.87288065061557,250.0457587228701,1467.507160771339
1593.7696286273895,980.6855634529323,626.9144494386728,398.06396089665225,271.4073032045986,1431.4107292520775
1747.359243063518,922.676715075699,623.6725653496551,494.84814682359706,275.43784843877313,1436.2868418807375
1608.0575765766198,887.7921682354676,585.838371562359,451.23976896811854,247.78374879441824,1273.4221466602817
1854.9934405017539,948.2043584144178,577.0559290841239,463.29006391342125,242.23513892956922,1404.0182159332544
1621.6746707663763,959.473524446232,604.0742518104795,478.5464931172213,248.88159102955575,1438.3606038401288
1667.7938483794323,838.6196092431504,661.9608060598075,419.365126273191,256.75915056464237,1458.315295565636
1781.351721736967,929.8700034924929,550.4357169738439,464.2041569710569,267.8260737373951,1344.6119380612965
1576.9135683566044,935.0586371155449,541.2989893699024,441.9707672730362,250.08459717988302,1347.2768580089084
1722.745993460413,885.1218248320004,606.5904336494607,475.40312325649484,262.37772596046307,1354.0719459773122
1830.714275428243,968.785340665581,602.0355080742407,386.1831773894551,282.76719464541884,1442.9131119913075
1539.2516765438772,892.4972206483736,606.9336665748164,447.0271709927619,257.62619224529567,1482.7104843939367
1718.4633858532304,906.2788226735771,609.75812791634,431.91538032648117,256.23305712009557,1367.403191416672
1725.9882794248424,891.3464087858065,591.0719098146078,462.96788851902465,219.62178349819865,1472.636985090164
1778.182287177731,900.7789523790734,659.5945375440833,464.10132562104604,197.38539726341872,1409.8783847331674
1576.3049289121918,845.1862456552399,535.9638408609394,428.7712231553392,257.76751458460336,1390.0571378270051
1567.9543386915723,827.9974558702853,566.8601190087902,428.6347840747187,248.10351537438257,1383.0892616145625
1752.1941565616899,979.7252531612486,595.8698095940381,446.6800389432801,239.70434650170517,1459.7289091681725
1729.6984673233187,857.6519325840836,534.2724475538333,423.1007331805438,254.8706040837269,1426.0462253429655
1725.0492850345877,850.4303825271846,592.9658238227172,475.25951086356383,248.79192541606184,1582.066034211811
1734.6448209496975,792.3304943198143,666.4588066291208,438.9237839865766,272.555605012678,1331.822028560214
1631.997527842151,868.0519126155249,600.8354595318385,362.79035342035075,251.72221736517955,1441.448136162398
1723.2253697161004,833.8455103296251,609.2280362287473,438.75533830134583,235.06153429859665,1357.663919215079
1729.3072473298682,982.1007580068184,549.5934093930967,418.84368537468083,269.8033247791858,1330.4570410409085
1628.5648581973633,950.4908544671317,575.3455436784209,401.06172553617165,245.65737850107595,1399.1306290372022
1886.5774511144757,865.5924827411138,584.9921447870425,412.87720085332285,260.53073367344615,1410.988198352563
1747.3832920911786,1012.6217902672154,587.2913961297506,453.2822541549891,240.451785876144,1633.4538844048075
1580.8696502797352,949.0882743495797,651.2657518001507,489.8592248474469,237.00346229005126,1385.2683347453437
1765.655360863383,883.7584308245689,622.307642429005,459.3955342159494,251.68336460371393,1309.5857016412253
1602.5318329772679,775.0297142563213,555.5416817225187,431.8048983535278,250.2565728708737,1421.840857399551
1778.7084603742453,1014.547128629537,609.8601911372801,463.67712585512106,259.59654070733666,1234.0287969962906
1815.8595579007404,830.5213766618202,619.9288699398714,436.22729069343023,244.62708493380515,1392.6434573916588
1617.931768164829,817.7300626521554,645.6059615408507,429.1619889251057,213.27280432459204,1401.2820225836128
1796.3376129244323,951.128521600482,663.2216274627349,415.36911995301045,241.34452232823222,1463.5680306356169
1741.2780926936498,1021.9876203169637,559.3962323268853,397.4451357974484,265.87636934287633,1477.8897799542278
1782.206015999449,969.2136409255259,567.5656995515865,438.30228880321664,244.05247841513787,1359.7144304873825
1889.6792982653947,928.195456002618,549.6968856434154,454.741604697604,245.07233194970905,1387.9508788296052
1675.461188399713,929.7377170832643,590.6392056357207,447.1012898995533,269.72753011811875,1338.7103335511463
1624.626383564251,942.6707779390154,618.6543349778534,437.5209921615792,235.76053545482154,1309.7549956153846
1611.0485570374476,937.9464294893382,639.493380663564,421.62761817909654,219.14393563514201,1424.7915823504507
1618.418971503456,914.0595711984688,596.9619590542991,468.24738575054903,246.7873776094901,1298.113156112272
1692.2898290585895,905.2100551975938,587.2060990698062,410.48604240160245,240.31652097502527,1366.829847954251
1734.1151974816644,896.8703436050239,606.0703196899497,473.2808374153043,230.6750736049349,1320.386083208061
1727.669079933002,862.3017705566662,566.594283934799,419.93348943219826,246.49243088202618,1443.9746549032209
1782.7183249036025,885.9662461566613,683.581548867791,427.42694287940895,259.83011294493565,1544.114407941319
1701.3001891877907,815.3521592902307,535.6935589152777,405.9964442815297,249.8142287686437,1295.8729613757334
1845.3534077157317,895.0830186602625,607.389623155829,434.9579355934309,256.13962145372477,1251.7585213681946
1673.5343166762043,850.5704446424542,680.9442487691856,479.2593737543394,286.26815397030845,1390.0090491719945
1972.016916658962,844.8205341392114,600.2719937823999,465.4688426533187,243.14242276884872,1401.2558236766206
1762.5667347765007,908.9947075576739,592.3984385999403,479.35266336084106,255.5669726928934,1417.4927445405838
1614.2842443583718,969.60011431723,585.702183087583,465.6642763780181,239.8157327480173,1364.2943587812524
1592.9107501938888,945.9158303001157,592.7843327295037,416.8899051440889,233.07280560226053,1383.9488560939656
1748.2472415243185,821.4749698188411,654.9139389870612,440.0763232701733,238.3018469316446,1429.4008328432483
1677.653721467415,850.5185931714831,511.5255235468197,426.59402612647614,240.42482856956622,1483.234471411587
1771.4000494092093,947.0385593994108,661.337348051853,489.9172471211712,257.1895159509425,1243.5960983745374
1747.3237624573544,850.8756303230846,543.0417139019942,414.09634060721066,296.98151573401515,1370.484844877483
1692.7171087343127,888.7683425001487,589.3339068306234,476.8109306816733,235.67913127448318,1417.104703515285
1615.3206281931596,927.5026049512276,582.8302231880535,476.78861610326305,241.66749388769074,1326.5619116311411
1548.5152775314136,851.5827772568182,623.5421307908288,504.8886060514826,248.73753973777502,1538.493570541384
1655.348504793298,905.268775307298,536.07502592465,437.70940222111506,257.91597697419496,1349.167209581701
1785.6398794323472,833.2987252540897,618.4869066432777,471.3696647874049,255.2710162390957,1396.6965850394174
1721.4093744130205,869.9316178024393,680.9723849314742,518.4495550961653,275.68191587896234,1444.4817677473832
1575.4261221288011,915.9890967071268,545.4730398162876,431.4707496919891,201.47215858929584,1352.6972168958484
1717.3180925851182,820.3503133234166,607.5882467044158,403.9487925740292,202.26140259608655,1252.2741561756466
1738.5317379728838,922.0237368980199,573.5207128881357,393.5996989827671,240.082436559797,1365.7076378466772
1611.6142563798867,899.018110053666,617.0354882477214,471.38136086583995,271.9460037508742,1482.3552444741633
1715.3725105945528,927.6244977208573,600.7659110966301,393.5054937582425,218.68703936788808,1373.048389857189
1705.8208718445999,911.1957067032331,574.3405236382276,438.83042841186233,189.84735320612486,1332.2852558832817
1585.7029702169377,968.2070214986923,619.514891394843,463.11939561116884,261.4235881243842,1474.0537767602177
1735.7787360348284,906.2612251323953,672.1739243914698,455.55526610489744,254.8731444740543,1373.5380083181558
1756.0784526368234,878.5297229437374,592.363848330908,462.7633459255252,228.1958318640114,1359.1871349079827
1808.3051243175278,906.1148751516142,628.7903176859272,456.6686956740256,230.2892079855814,1411.9564871730647
1805.3802052034903,927.1649014518194,548.2690816851534,488.3659743994018,230.60512560730652,1461.660016769503
1562.2330632042908,902.4430035162852,561.7425449272796,421.43050857783606,252.2107063494788,1590.5370825386037
1606.2174960084876,902.0295845601942,618.8962511152151,429.69014584624404,237.47369447633986,1466.178888612594
1751.503526720866,864.9004156096622,659.3646411414386,426.8202166418753,259.8812783795104,1492.7871973110675
1751.3785950912209,866.8549541224526,614.2245339514265,474.9057543558783,192.90746674191217,1359.5227040809716
1751.5047686306048,829.8697364100153,587.4776787790738,477.0119576518519,232.862962697444,1317.9305515224419
2085.2731490654724,987.478837159347,599.9716562169342,463.5367595795552,227.47892078177898,1404.9865079695298
1757.0890510693166,837.8068382304357,549.9836906412113,485.5048100066978,244.87318643255014,1408.5735932207676
1813.5565640180598,865.3547401102046,624.1806130542146,414.6587739787086,239.23904483019723,1313.7189806908323
1795.4001763493202,864.0796367215402,635.2933224929363,500.0167233465341,265.9568755979153,1385.976437607679
1765.1391251305797,944.746218847222,581.9163866866768,495.6971586513678,212.81326456679886,1431.9454081375304
1668.4730755359653,885.2525160853986,581.19831408962,472.06865991737243,250.90982952661503,1428.8314716014463
1775.8969220493268,962.3871036336867,610.6351291860819,503.4539672631318,261.1667284642341,1440.3430282707418
1622.7174785462428,866.3254687878066,582.5312105583762,400.3013037696668,287.1329487312391,1423.2771784109955
1676.318139325999,913.9497081111901,597.3546954149671,434.26655591212045,240.3646805781305,1359.4393072583955
1651.4636452170896,858.2326473370122,683.9888715666606,427.9408961795414,256.48917208705035,1358.8879498680926
1708.1874139386323,1007.2574563886694,590.1189719701601,471.6443797127203,213.9227441487527,1304.08388816049
1931.4658566673509,840.6200790485243,585.6663939191511,418.4957778119356,202.16087591373952,1542.7820031348076
1513.273480740825,915.4910355113514,574.0983277745936,472.7248544801246,266.895487515634,1401.0760291695435
1768.6260190374514,931.6888440466049,629.7676788599974,491.1160843199014,249.88879412703858,1382.0117555364118
1538.7284128810347,920.689954872575,592.7510330712759,470.85608700252,273.5702537959685,1325.6966334838032
1652.8068134210566,890.7356170561146,574.025078467143,458.512530709845,222.531942220605,1634.8526321862223
1808.8950596967366,893.5089650133287,652.8521612909204,420.36379977297753,260.39804279057506,1314.1337574221684
1706.4280019095463,902.1905735989554,656.7841201805455,424.5944710162391,287.37635681087704,1365.6921659515142
1592.2255222070694,892.6498999185756,575.9830573704518,487.48856715889997,258.3941121671453,1433.266946902885
1628.4696290740033,948.1939558397455,525.3384019455754,473.38047011716,255.531630111821,1448.0170372595421
1767.9597748934675,1010.5261500795675,640.3005475934768,448.82941441867365,250.171121616487,1476.6345644172548
1626.9633368282864,872.1254107496084,572.6148069695998,437.4627136270233,218.58237085748175,1544.608680621541
1721.6458589581976,831.5098510210461,631.6250239665108,389.2257638066587,277.11145871420695,1440.492612436857
1704.5571839903814,895.5858975824373,521.1958472915265,417.87442743946684,237.78284720389868,1315.5175360026665
1634.8399652394182,1028.9854668827159,635.7038935319724,507.3425726141917,260.08966512766034,1379.4443899902574
1914.3944089325325,859.8162716015134,551.5531228287688,411.58633286992597,218.73931386857492,1424.6265898011109
1763.3919022318012,981.9558402722034,629.230564762661,455.6843946366324,226.4108067098444,1565.458083320466
1497.4857413342393,983.885040703822,600.5709227134573,480.22331919585594,278.7017479844447,1288.1755617260562
1718.6454314769428,872.3205879146003,561.8424232241342,412.3523199599312,243.05395422084314,1496.2061204180181
1633.8213535231612,928.4491539592638,583.7185474829288,455.5413142434325,279.06550952085087,1414.3931495637135
1785.2433334796224,981.4198311564269,627.452738278268,478.13746612531963,248.43538681882964,1467.0264428183584
1620.74792615673,881.0436129506256,604.2357781246094,450.3749796572175,213.16204454084286,1391.8404226691255
1688.5263558533102,889.8209819948819,623.3765192188994,536.052091670003,267.8413519946344,1332.605389589894
1750.4987278980457,870.9159543025678,679.0576233806194,399.94202223365414,238.20215364488786,1460.0698223521065
1786.5755194170122,849.2621634653567,537.430335531558,481.76185589651635,263.97377627034086,1452.3544821684497
1579.9703592944225,867.5361227466997,664.688502998745,444.81594787810604,250.50421735080164,1477.7645572591778
1666.5498764159051,838.8029866618872,604.1742375009285,473.15760464510026,219.1376354411426,1398.9356291697093
1652.5054688839043,901.7041734129613,564.0486380670749,463.23921455097735,253.28589530741138,1352.0142381344122
1634.6670767426288,861.501338447068,546.7874549704404,428.0053140867001,293.924462843056,1275.2970403980926
1876.5454240281097,911.6892955895374,592.4351843689186,456.8698917737802,259.8597291702892,1465.5498614511525
1740.4981710960956,822.2052176898186,636.8660044769783,394.2629564580514,248.84964493989074,1433.9111585955188
1573.9116045664955,916.5440116107228,594.8980351848986,468.0974250171418,271.50686803913794,1322.7373893708832
1791.7861947054776,941.6764480804462,660.4461972098939,458.94475397971576,254.2133693040622,1356.91410613627
1912.2156197012632,800.3132178714272,541.9529723979376,469.1598050592931,254.19068460525588,1362.6592950438849
1803.2465260551146,918.7028284923786,599.5164420861578,481.7435497526145,228.16749655681795,1281.3612454414065
1548.0630034045987,961.3834496236647,549.9042622234753,461.0285952062913,254.67696051579196,1334.5854082715894
1651.5765927133748,839.5179490654398,614.5452753049988,454.4426825939483,270.7088683283389,1309.2935714554917
1826.6911149186624,983.6286193418852,635.475495603892,423.56794990016124,233.27875695799952,1367.0016790489651
1629.233053438122,920.9509504683023,583.1695282527579,428.6333770905285,278.48991642493894,1340.904200133635
1744.3819428146228,864.7494072120795,495.8314457349146,485.60203860531993,248.1658795170975,1269.83960633066
1777.4634053429336,897.2115461171147,607.9579258718597,493.09006217117934,232.24460976922919,1561.8072184455584
1607.3069528421918,927.9163456260861,617.4695420693404,442.85668691063836,269.9526415384049,1500.2032584823385
1694.04746439382,903.8002695706206,616.1717901984679,451.3800824175982,244.26411528523462,1337.6784462784012
1375.8732659930927,926.9377996223185,649.4312876728861,422.861568750187,265.19029774972216,1421.7937117322888
1597.561235866571,853.9663203460317,557.157852814038,485.1827053580233,244.16482735482924,1433.3972071857036
1674.7431848606839,908.4680412018039,627.208644218018,469.96250471075336,248.80347712940193,1495.286868381878
1575.2216818035151,829.3142751547509,647.700300499119,508.23652309391247,259.87120408668585,1334.5115978671938
1863.2411303931635,894.438696932565,528.8564966397394,423.6503076846078,255.8179411518001,1487.3685427185942
1556.9858622039367,854.8046179267606,612.786073036759,438.6597630294535,210.08936439096522,1356.1675756634452
1655.9955513303016,863.2235028705117,579.8328067596931,456.9433776757672,227.57512519811218,1293.1310076665109
1713.0740577286092,961.8046587605219,596.7390930759342,469.39468613177314,268.5881996958163,1457.9309247451597
1844.1273289066116,954.5655060297134,613.9070593415335,443.529970873571,247.35726822196906,1503.2606739297942
1556.413784882056,930.4569060453589,580.5108574354579,423.811167286389,239.52537394457156,1607.0327178824548
1816.316375215496,845.3843617663711,572.9716768335355,476.4422258677071,222.8285196948505,1304.0219787927829
1701.0233061019587,884.1795775152599,601.366096699521,471.63406087636747,228.40527357448303,1455.9135748064632
1601.849134895205,960.6548849989591,556.5101624454879,422.5117769830882,209.56402720076105,1367.2159004965174
1746.2103474263272,907.0858456819952,556.5669948445926,490.66328403316487,247.97438562596935,1462.6686968419226
1719.905969557347,1015.9664769990848,627.1749313182602,485.1059612758981,238.03124838837905,1282.3608359015
1639.9783122841204,919.6658919697186,554.0482385936538,454.0288949174338,230.6682421802937,1298.9784179441149
1706.980208499002,909.6024558245016,626.6525000363685,452.3879358712811,248.63753149664095,1337.9300141466813
1661.468640313824,884.5441767898749,618.5036517141581,466.6217331334772,257.2794126170548,1406.3171236534467
1711.3517345251248,906.6770452391141,530.9677308483762,424.14890789231225,291.8639586441989,1348.7134986769315
1766.2130674521047,892.3765081809728,572.8974139065738,450.90094437492246,219.76233160873574,1452.7243475130736
